repo,workflow,risk_type,priority,evidence,recommendation
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/integration-tests.yml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/pages.yml,write_permission,P0,El workflow declara id-token: write.,Justificar el permiso y limitarlo al job que lo necesita.
ruflo,.github/workflows/pages.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/pages.yml,unpinned_action,P2,Accion no fijada por SHA: actions/configure-pages@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/pages.yml,unpinned_action,P2,Accion no fijada por SHA: actions/jekyll-build-pages@v1.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/pages.yml,unpinned_action,P2,Accion no fijada por SHA: actions/deploy-pages@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/rollback-manager.yml,unpinned_action,P2,Accion no fijada por SHA: actions/github-script@v7.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/status-badges.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
ruflo,.github/workflows/status-badges.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/status-badges.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/status-badges.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,secrets_in_workflow,P1,El workflow referencia secrets.*.,Separar workflows con secretos de validaciones de PR y usar environments protegidos.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P1,Accion no fijada por SHA: pnpm/action-setup@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P1,Accion no fijada por SHA: pnpm/action-setup@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P1,Accion no fijada por SHA: pnpm/action-setup@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P1,Accion no fijada por SHA: pnpm/action-setup@v2.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/v3-ci.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/validate-marketplace.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/validate-marketplace.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/cache@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/cache@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/cache@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/setup-node@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/download-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/checkout@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
ruflo,.github/workflows/verification-pipeline.yml,unpinned_action,P2,Accion no fijada por SHA: actions/upload-artifact@v4.,Reemplazar tag o rama por SHA completo y revisar actualizaciones periodicamente.
